x, y
0.011928247138683208, 0.010893789312929957
0.02385694931082715, 0.030758871261371792
0.02385694931082715, 0.0461383068920576
0.011928247138683208, 0.06792581218310033
0.011928247138683208, 0.08715009449898813
0.03578519644951036, 0.10381115383972098
0.05964214576033751, 0.12175381244556181
0.047713443588193676, 0.13392917657866063
0.07157039289902083, 0.16340642412998535
0.09542734220984797, 0.19416527094641806
0.13121253865935845, 0.21915684773504782
0.1550694879701856, 0.24799327120887948
0.22663988086920642, 0.28067454136791314
0.2743537794908607, 0.3050252940790498
0.34592417238988166, 0.32489038824996114
0.41749502032236324, 0.342192247223248
0.5009941153935278, 0.35052276467114485
0.6083497047420592, 0.35693085877644076
0.6918487998132239, 0.3575716706314643
0.7753478948843889, 0.3575716706314643
0.8469182877834096, 0.3530859998687693
0.9662025793040847, 0.3460371061309194
1.1332007694464143, 0.33193929421028057
1.2524850609670894, 0.3197639178547122
1.3240554538661107, 0.3095109648417448
1.4194827960759586, 0.30310287073644887
1.479124941836296, 0.29220910586845794
1.5626240369074609, 0.28451940027558453
1.681908328428136, 0.2710624002099692
1.789264372810128, 0.25952783570942434
1.8608347657091486, 0.24671164749883248
1.9681908100911412, 0.23581788263084158
2.075546399439672, 0.2249241177628507
2.2306163424433185, 0.2063406595244559
2.445327976173842, 0.18519392942102814
2.719681755664702, 0.1589207533672904
2.958250338706053, 0.13969647105140257
3.2206758710582304, 0.11983138910296082
3.542743549170746, 0.09996628270958004
3.9244529180101377, 0.07689715370849025
4.2942340397108465, 0.0634401414204054
4.783300362999152, 0.0461383068920576
5.332007921980874, 0.032681319048911785
5.916501132445567, 0.022428329368535824
6.453280444288605, 0.014738635998131943
6.858846307405363, 0.012175388578037953
7.335983473488064, 0.008971341525389965
7.789264145293399, 0.006408094105295976
8.30218696285907, 0.003844895575080073
8.838966274702107, 0.0025632474200939894
9.42345857509988, 0.001922447787540082
10.13916432422393, 0.0012816481549860835
10.8429418262093, 0.0012816481549860835
11.487077182434328, 0.0006408485224320849
11.940357854239663, 0.0006408485224320849
